UserID,Gender,Height,Weight,Bust/Chest,Waist,Hips,Body Shape Index
1796,Male,150,49,42,41,50,2
1797,Female,165,64,35,37,44,3
1798,Female,178,71,43,29,36,3
1799,Female,180,84,30,39,39,4
1800,Female,196,85,44,26,28,1
1801,Female,160,75,33,33,34,0
1802,Male,163,76,31,48,50,1
1803,Female,147,49,41,26,28,0
1804,Male,155,51,32,31,39,0
1805,Female,152,60,44,39,45,1
1806,Male,198,102,51,41,47,2
1807,Female,175,84,34,33,34,3
1808,Female,163,66,37,38,38,1
1809,Male,168,79,44,33,38,3
1810,Female,178,71,29,26,26,3
1811,Female,178,95,43,41,41,3
1812,Female,168,60,30,22,32,1
1813,Male,175,57,41,29,30,2
1814,Female,185,103,29,42,48,1
1815,Male,175,87,52,40,45,0
1816,Female,183,76,43,28,35,3
1817,Male,160,51,30,29,34,3
1818,Male,198,100,37,38,38,4
1819,Female,168,73,36,30,37,3
1820,Male,175,84,31,43,48,1
1821,Female,170,55,44,24,24,2
1822,Female,193,71,31,33,42,2
1823,Male,178,83,44,40,41,0
1824,Female,168,56,32,29,37,0
1825,Female,198,102,32,26,34,1
1826,Male,198,93,45,28,32,4
1827,Male,190,71,45,33,35,4
1828,Male,185,67,43,30,37,1
1829,Female,150,48,30,22,26,4
1830,Male,150,50,32,29,37,4
1831,Female,152,70,31,38,46,2
1832,Female,185,69,38,40,42,2
1833,Female,173,59,43,26,33,0
1834,Male,188,101,36,42,42,3
1835,Male,183,84,40,39,41,1
1836,Female,175,77,34,41,50,4
1837,Female,173,71,39,37,44,3
1838,Female,150,50,36,34,41,0
1839,Female,168,55,41,29,35,3
1840,Female,183,77,29,34,39,4
1841,Female,160,47,42,29,34,4
1842,Male,178,84,45,35,45,0
1843,Male,170,58,41,43,47,2
1844,Male,165,61,30,45,48,0
1845,Male,150,64,47,36,42,3
1846,Female,178,63,39,37,42,3
1847,Male,196,102,44,32,34,0
1848,Male,155,45,31,41,48,1
1849,Male,168,83,38,32,35,4
1850,Male,188,105,48,35,40,4
1851,Male,155,69,45,37,43,3
1852,Female,157,49,28,30,30,3
1853,Female,160,48,41,34,39,2
1854,Female,165,63,43,35,35,2
1855,Female,178,84,40,25,32,3
1856,Female,152,69,28,41,49,0
1857,Male,147,53,42,41,46,3
1858,Male,183,71,44,37,42,1
1859,Male,163,55,33,30,30,4
1860,Female,198,95,29,35,42,3
1861,Female,188,104,36,33,42,3
1862,Male,165,67,34,37,46,3
1863,Female,168,79,38,34,37,0
1864,Male,152,54,35,35,42,3
1865,Female,196,92,36,23,32,1
1866,Female,185,66,34,28,29,0
1867,Female,157,49,37,31,40,4
1868,Male,147,54,39,31,41,2
1869,Male,173,76,48,39,43,2
1870,Male,198,94,33,34,39,3
1871,Female,188,93,43,39,48,3
1872,Male,178,61,34,42,50,4
1873,Female,180,76,43,32,40,2
1874,Male,170,70,51,37,37,4
1875,Female,180,76,36,32,36,2
1876,Female,147,60,40,26,36,1
1877,Female,190,102,32,24,27,4
1878,Female,152,56,45,27,36,2
1879,Male,168,60,35,28,29,4
1880,Male,168,58,30,38,45,1
1881,Male,185,96,40,35,38,1
1882,Male,198,83,46,48,49,3
1883,Male,150,47,37,26,26,4
1884,Female,188,72,37,34,34,4
1885,Male,168,74,44,39,48,3
1886,Female,170,59,38,38,38,1
1887,Female,168,73,45,35,45,0
1888,Male,165,69,41,33,34,1
1889,Male,193,108,38,34,37,4
1890,Male,188,95,41,40,47,0
1891,Female,155,55,28,31,40,3
1892,Male,180,75,32,47,49,2
1893,Male,196,83,42,35,43,2
1894,Male,160,65,31,42,42,4
1895,Male,175,75,42,34,42,3
1896,Male,147,52,47,42,43,1
1897,Male,150,43,35,33,42,1
1898,Male,180,87,46,32,42,1
1899,Male,165,81,50,37,45,2
1900,Male,178,90,31,40,45,4
1901,Female,147,63,48,22,22,3
1902,Male,193,76,32,45,49,2
1903,Female,193,84,47,34,37,1
1904,Female,183,75,43,22,29,1
1905,Male,152,51,31,37,39,0
1906,Female,188,87,44,39,46,3
1907,Male,196,77,40,47,49,3
1908,Female,170,54,35,32,35,1
1909,Male,157,67,40,27,27,0
1910,Male,147,42,30,40,49,4
1911,Male,155,60,32,45,49,3
1912,Female,150,52,33,25,33,3
1913,Female,196,79,39,38,45,1
1914,Female,198,74,30,26,33,3
1915,Male,155,65,50,40,41,0
1916,Female,168,56,38,22,29,2
1917,Female,198,83,33,24,33,2
1918,Female,168,65,36,35,41,0
1919,Female,196,86,36,35,40,1
1920,Male,198,79,33,41,49,4
1921,Female,198,84,48,39,45,3
1922,Female,196,98,44,31,37,0
1923,Male,155,44,39,29,35,2
1924,Female,175,71,34,36,43,3
1925,Female,160,69,38,34,35,2
1926,Female,155,60,32,24,33,2
1927,Male,173,70,36,36,38,4
1928,Male,183,83,33,35,36,0
1929,Male,163,79,51,34,42,3
1930,Female,185,98,37,24,30,3
1931,Female,165,72,43,25,27,4
1932,Female,188,103,47,42,50,1
1933,Female,188,101,36,34,34,2
1934,Female,188,89,43,26,31,0
1935,Female,152,46,40,23,24,0
1936,Female,157,53,30,26,32,2
1937,Female,157,50,28,24,30,0
1938,Male,155,70,42,40,44,4
1939,Female,183,88,38,36,36,4
1940,Male,165,67,37,44,44,0
1941,Female,188,66,28,36,39,0
1942,Male,170,62,37,28,37,2
1943,Male,196,77,30,39,40,2
1944,Male,165,68,41,43,49,0
1945,Male,155,69,51,36,39,4
1946,Male,157,70,50,41,41,4
1947,Female,183,67,46,33,43,4
1948,Male,183,95,33,42,48,3
1949,Male,152,46,41,28,38,3
1950,Female,168,79,34,25,28,1
1951,Male,165,63,36,45,48,2
1952,Male,188,75,44,38,45,4
1953,Female,165,79,48,40,50,0
1954,Female,157,61,36,30,39,0
1955,Female,155,53,31,35,36,4
1956,Male,175,65,42,26,26,4
1957,Female,178,94,42,35,45,0
1958,Male,173,89,34,42,42,2
1959,Female,198,87,29,27,28,3
1960,Male,157,50,44,38,44,4
1961,Female,157,54,40,25,28,2
1962,Male,190,76,51,31,38,3
1963,Female,175,76,30,32,35,0
1964,Male,196,81,52,30,37,0
1965,Male,147,53,47,42,49,2
1966,Female,190,94,46,23,25,3
1967,Male,188,99,39,34,42,0
1968,Female,152,66,30,41,49,4
1969,Female,173,66,32,23,27,0
1970,Female,180,69,46,39,47,3
1971,Male,185,90,44,33,37,0
1972,Male,175,76,33,32,40,1
1973,Female,188,92,32,39,48,1
1974,Male,147,60,36,46,50,4
1975,Female,183,63,48,30,34,0
1976,Female,175,71,33,27,33,1
1977,Female,196,94,37,32,35,1
1978,Female,185,86,28,40,48,2
1979,Female,173,58,37,25,34,4
1980,Male,150,63,49,45,50,2
1981,Female,173,56,39,24,24,0
1982,Male,152,65,45,35,35,1
1983,Male,198,107,33,45,46,4
1984,Male,150,62,40,42,50,2
1985,Female,168,82,31,42,50,1
1986,Female,163,73,45,36,40,2
1987,Male,155,61,31,29,31,2
1988,Male,188,104,36,34,44,1
1989,Male,163,63,38,41,50,3
1990,Female,160,54,45,29,37,4
1991,Male,178,76,44,28,34,2
1992,Male,173,58,39,37,37,3
1993,Male,163,63,46,28,31,3
1994,Male,198,83,45,35,43,0
1995,Female,152,59,30,28,31,4
1996,Female,157,70,40,34,36,3
1997,Female,168,84,47,36,38,0
1998,Male,193,73,47,31,38,2
1999,Female,155,45,34,25,29,1
2000,Male,196,89,32,35,39,3
2001,Female,155,67,37,35,38,4
2002,Male,185,85,40,30,31,3
2003,Male,160,77,44,36,42,4
2004,Male,193,74,38,48,49,4
2005,Male,150,47,35,39,41,0
2006,Female,193,97,37,28,34,0
2007,Female,175,70,33,23,23,0
2008,Male,193,88,37,48,49,3
2009,Female,155,59,41,25,26,0
2010,Male,193,110,48,30,34,4
2011,Male,196,110,40,32,41,1
2012,Male,165,64,41,32,42,3
2013,Female,180,92,42,24,26,4
2014,Female,180,77,46,24,33,0
2015,Female,183,77,46,38,43,2
2016,Female,150,45,30,30,30,4
2017,Male,173,83,42,31,37,2
2018,Female,163,79,29,40,46,3
2019,Male,196,85,31,44,44,1
2020,Female,165,70,41,41,46,1
2021,Male,163,53,37,32,34,3
2022,Male,168,71,48,35,37,0
2023,Male,196,79,41,42,46,1
2024,Male,185,82,33,42,50,1
2025,Female,175,87,40,35,36,4
2026,Female,150,45,35,36,46,1
2027,Male,185,81,43,40,40,3
2028,Female,175,90,38,23,28,1
2029,Female,163,54,33,33,36,4
2030,Female,198,113,47,33,37,2
2031,Female,198,117,29,25,25,3
2032,Male,173,89,34,35,35,3
2033,Female,155,68,29,29,39,4
2034,Male,160,76,40,47,49,1
2035,Male,152,45,43,36,39,0
2036,Female,150,52,41,28,37,1
2037,Female,188,101,42,29,33,1
2038,Male,190,94,50,43,46,2
2039,Male,196,78,38,26,26,3
2040,Female,170,61,45,41,48,1
2041,Male,196,112,50,31,40,3
2042,Male,188,100,35,32,41,1
2043,Female,150,58,31,30,32,1
2044,Female,180,60,43,30,34,3
2045,Female,198,105,45,30,31,4
2046,Male,165,51,35,31,33,2
2047,Male,185,72,46,46,50,2
2048,Male,183,93,31,36,42,3
2049,Male,188,89,31,42,46,4
2050,Female,152,55,43,35,44,3
2051,Male,163,79,40,30,39,4
2052,Female,173,58,41,23,25,1
2053,Female,165,60,33,27,29,3
2054,Female,175,69,44,38,45,4
2055,Male,180,72,32,32,36,2
2056,Male,168,76,36,44,50,2
2057,Female,168,80,34,33,35,3
2058,Female,193,86,41,25,27,2
2059,Male,193,92,30,39,49,0
2060,Female,160,65,36,34,35,3
2061,Male,196,101,48,26,32,1
2062,Male,150,53,31,41,49,0
2063,Female,165,55,34,39,47,3
2064,Female,190,81,38,23,24,1
2065,Male,183,70,52,34,41,2
2066,Male,163,73,41,34,43,0
2067,Female,170,66,36,36,41,2
2068,Male,190,81,39,42,46,1
2069,Female,168,67,33,40,40,4
2070,Female,165,56,34,32,34,4
2071,Male,165,63,50,28,32,2
2072,Male,173,83,43,33,38,2
2073,Female,163,60,41,40,50,1
2074,Male,185,86,41,43,48,0
2075,Female,198,103,34,30,40,2
2076,Male,150,67,52,26,29,2
2077,Male,173,68,45,41,41,4
2078,Male,173,55,32,36,43,2
2079,Male,180,96,51,34,35,4
2080,Male,193,84,49,42,50,4
2081,Female,196,73,35,38,39,3
2082,Male,170,80,32,27,37,4
2083,Female,150,66,36,26,33,0
2084,Female,155,71,37,40,50,0
2085,Female,152,45,38,23,28,2
2086,Male,170,65,35,39,46,3
2087,Female,170,64,32,33,36,3
2088,Female,168,72,28,36,42,1
2089,Male,180,76,42,48,49,4
2090,Female,178,83,35,22,22,3
2091,Male,175,87,31,48,50,2
2092,Female,178,78,36,24,33,4
2093,Female,170,77,31,42,46,2
2094,Female,185,67,28,25,28,1
2095,Female,173,70,29,32,35,2
2096,Female,198,104,40,34,44,0
2097,Male,196,80,32,40,50,0
2098,Female,188,100,36,39,40,4
2099,Female,157,52,32,36,46,4
2100,Female,173,84,31,35,37,2
2101,Male,160,47,32,36,41,1
2102,Female,183,77,36,27,35,3
2103,Female,168,73,48,42,42,4
2104,Male,193,73,40,31,31,1
2105,Male,163,66,50,42,42,2
2106,Male,152,65,50,37,45,0
2107,Female,175,76,45,38,44,4
2108,Female,198,118,39,36,39,2
2109,Female,168,59,31,27,31,4
2110,Male,185,65,31,38,46,3
2111,Female,170,56,34,31,38,1
2112,Female,185,79,37,37,40,3
2113,Female,173,71,48,24,30,4
2114,Female,160,74,35,39,48,0
2115,Male,157,64,44,37,39,3
2116,Female,170,54,42,35,36,4
2117,Female,163,71,34,27,35,2
2118,Female,196,72,43,32,42,2
2119,Female,180,64,38,29,33,2
2120,Male,168,78,48,29,31,2
2121,Male,190,99,48,43,48,2
2122,Male,193,86,43,44,45,4
2123,Female,185,65,43,38,45,1
2124,Male,190,90,36,26,30,3
2125,Female,155,49,43,36,44,4
2126,Female,160,59,47,30,34,4
2127,Male,165,81,31,37,42,1
2128,Male,157,63,43,28,31,3
2129,Male,160,64,46,32,38,1
2130,Male,165,51,35,32,32,0
2131,Male,180,61,39,36,41,4
2132,Male,170,70,51,31,37,3
2133,Female,178,79,33,22,23,3
2134,Female,180,93,36,37,43,1
2135,Female,168,69,35,24,33,3
2136,Female,160,76,28,30,32,1
2137,Male,190,76,42,27,36,1
2138,Female,185,103,37,32,38,3
2139,Female,160,65,43,40,49,2
2140,Female,178,95,28,22,30,3
2141,Female,147,41,31,30,38,0
2142,Male,157,58,32,39,43,2
2143,Female,150,56,35,27,28,1
2144,Male,157,66,35,35,37,4
2145,Female,165,78,46,29,39,4
2146,Female,147,41,36,33,37,3
2147,Male,193,83,45,36,45,1
2148,Female,175,89,37,22,31,4
2149,Male,152,62,43,46,49,4
2150,Male,152,43,41,26,26,2
2151,Female,180,85,46,41,45,3
2152,Female,178,59,39,30,37,1
2153,Male,198,87,44,42,45,4
2154,Male,168,82,33,26,30,1
2155,Female,173,62,28,27,31,0
2156,Female,190,106,48,39,43,1
2157,Female,147,63,38,39,48,1
2158,Female,188,69,33,32,41,1
2159,Female,185,98,40,38,45,3
2160,Female,183,92,31,34,38,2
2161,Male,150,45,39,37,37,3
2162,Female,165,51,40,36,45,3
2163,Female,193,81,43,26,32,2
2164,Female,180,79,46,23,33,2
2165,Male,147,59,47,36,43,2
2166,Male,170,68,34,38,45,3
2167,Male,170,74,40,46,49,4
2168,Female,150,48,38,38,47,2
2169,Male,168,67,32,41,49,4
2170,Female,168,69,44,39,44,0
2171,Female,157,64,40,30,31,2
2172,Female,170,63,38,23,32,1
2173,Female,170,69,41,36,36,0
2174,Male,178,78,52,38,46,0
2175,Female,150,66,40,24,27,4
2176,Female,168,73,47,36,38,4
2177,Female,178,90,33,39,49,2
2178,Male,155,46,33,39,44,3
2179,Female,175,80,28,36,45,4
2180,Male,155,66,38,33,41,0
2181,Male,183,86,37,33,43,3
2182,Male,168,63,46,47,47,3
2183,Male,157,71,45,44,50,1
2184,Female,160,54,34,23,25,0
2185,Male,147,54,31,34,43,4
2186,Female,178,72,44,23,29,0
2187,Female,152,57,43,26,30,4
2188,Male,180,74,46,34,39,2
2189,Female,155,60,28,33,33,4
2190,Female,178,94,37,36,43,3
2191,Male,183,93,48,30,30,1
2192,Female,185,75,33,31,39,3
2193,Male,168,82,49,34,34,4
2194,Female,168,73,28,39,46,1
2195,Female,165,67,45,35,41,4
2196,Male,152,65,47,35,39,2
2197,Female,152,51,43,28,38,1
2198,Male,188,96,49,41,49,4
2199,Male,155,60,35,40,42,4
2200,Female,152,56,33,28,38,4
2201,Female,165,56,40,22,22,3
2202,Male,160,48,46,41,48,4
2203,Female,165,52,33,34,37,1
2204,Male,198,79,50,26,26,0
2205,Female,163,57,32,22,31,3
2206,Male,183,98,50,34,38,2
2207,Female,147,50,28,35,45,4
2208,Female,152,54,44,40,48,3
2209,Female,152,70,29,35,40,1
2210,Female,196,82,45,23,26,2
2211,Female,180,84,32,41,43,0
2212,Female,160,59,33,31,36,4
2213,Male,183,79,32,30,31,2
2214,Male,168,55,37,44,48,4
2215,Male,175,72,32,34,35,2
2216,Male,152,62,47,38,40,2
2217,Male,180,96,34,31,33,4
2218,Male,170,60,43,42,43,2
2219,Female,170,70,35,22,22,2
2220,Male,190,67,50,41,50,2
2221,Female,165,76,45,36,36,4
2222,Male,165,58,35,38,43,4
2223,Female,152,52,35,23,25,4
2224,Female,152,46,42,37,37,4
2225,Male,157,73,39,48,50,1
2226,Female,157,60,30,25,28,3
2227,Female,147,56,33,39,39,2
2228,Female,155,56,44,27,37,3
2229,Male,198,82,50,31,34,4
2230,Male,196,101,42,41,48,1
2231,Female,160,65,41,35,41,2
2232,Female,198,73,33,36,37,2
2233,Female,183,93,30,31,36,3
2234,Male,147,58,41,28,29,4
2235,Female,152,57,40,22,26,1
2236,Male,155,67,33,31,32,3
2237,Female,165,68,28,31,40,1
2238,Female,193,111,42,36,40,3
2239,Female,188,77,35,32,42,2
2240,Male,168,55,35,27,31,0
2241,Male,190,89,43,36,39,3
2242,Male,173,55,42,27,27,1
2243,Male,178,87,41,44,44,2
2244,Female,157,71,42,39,49,1
2245,Male,168,55,46,41,46,4
2246,Male,147,57,45,34,37,2
2247,Female,173,79,35,37,46,1
2248,Female,155,69,40,27,32,2
2249,Male,190,68,41,32,39,3
2250,Female,150,61,29,33,43,2
2251,Female,155,55,33,31,31,3
2252,Female,188,78,37,37,42,0
2253,Female,165,77,44,26,33,3
2254,Male,165,66,30,30,39,1
2255,Female,163,56,43,37,44,1
2256,Male,178,60,42,35,44,4
2257,Male,188,85,39,47,49,3
2258,Female,152,55,34,26,27,4
2259,Female,193,87,43,33,41,3
2260,Female,175,85,29,38,45,0
2261,Female,180,81,46,35,44,1
2262,Male,165,60,32,27,34,3
2263,Female,150,42,39,35,38,0
2264,Female,198,94,35,27,34,0
2265,Male,168,56,42,29,32,2
2266,Male,175,86,40,36,44,4
2267,Male,155,60,40,40,46,2
2268,Female,160,66,45,22,22,0
2269,Male,188,96,37,48,48,0
2270,Female,193,71,31,33,33,1
2271,Male,157,71,49,31,33,2
2272,Female,183,78,45,37,47,4
2273,Male,175,69,32,28,30,2
2274,Female,157,56,44,25,28,1
2275,Female,198,80,46,24,29,3
2276,Female,165,74,40,28,38,3
2277,Female,190,109,39,42,42,4
2278,Male,157,68,31,32,41,4
2279,Male,170,86,42,35,39,0
2280,Female,163,72,39,32,39,3
2281,Female,185,79,37,32,33,4
2282,Female,170,79,30,29,34,2
2283,Male,163,57,31,28,32,4
2284,Female,180,64,32,33,42,0
2285,Male,196,76,35,28,38,0
2286,Female,163,70,45,28,37,1
2287,Female,163,51,33,36,40,3
2288,Female,165,71,45,26,34,1
2289,Female,163,59,29,30,34,2
2290,Male,150,54,48,28,32,4
2291,Female,198,116,32,39,43,4
2292,Male,155,70,52,30,39,1
2293,Male,183,79,51,35,42,2
2294,Female,190,76,35,27,36,1
2295,Female,168,73,29,31,41,4
2296,Female,168,53,37,28,29,4
2297,Male,147,48,42,28,33,2
2298,Male,175,86,46,44,46,0
2299,Female,165,50,28,23,29,3
2300,Female,160,47,42,32,38,2
2301,Male,150,62,42,29,29,3
2302,Female,165,64,38,40,41,1
2303,Male,175,57,44,38,40,3
2304,Female,152,59,30,39,40,0
2305,Male,157,70,48,27,34,0
2306,Male,160,66,45,47,47,0
2307,Male,160,77,46,41,41,2
2308,Female,155,68,43,28,30,3
2309,Female,175,85,33,24,30,4
2310,Female,157,66,40,35,39,0
2311,Male,183,63,30,44,48,3
2312,Male,147,46,38,41,41,0
2313,Male,183,83,32,28,35,2
2314,Male,163,64,33,32,38,2
2315,Female,198,100,36,22,29,3
2316,Female,193,99,31,41,48,3
2317,Male,188,84,33,26,29,4
2318,Male,150,48,30,42,47,3
2319,Female,163,66,46,33,43,2
2320,Male,157,62,50,26,35,0
2321,Male,157,69,31,28,30,4
2322,Female,160,62,41,30,37,1
2323,Female,170,60,45,35,38,4
2324,Male,175,66,37,40,43,1
2325,Female,178,94,39,33,37,3
2326,Male,173,68,35,43,46,0
2327,Female,185,73,28,41,48,4
2328,Female,173,67,31,25,35,2
2329,Female,198,76,37,26,36,2
2330,Female,160,56,33,36,46,1
2331,Female,165,58,44,34,34,3
2332,Male,155,65,45,43,49,4
2333,Male,165,79,40,40,44,4
2334,Female,188,82,33,40,50,0
2335,Male,165,64,42,37,45,3
2336,Female,193,78,42,41,47,4
2337,Male,196,75,46,36,45,4
2338,Male,183,65,34,33,39,4
2339,Male,160,72,30,35,43,0
2340,Female,150,65,38,37,40,0
2341,Female,175,74,47,23,29,2
2342,Male,170,71,47,28,29,1
2343,Male,188,104,30,46,47,4
2344,Male,165,79,52,36,44,2
2345,Female,150,47,43,22,27,2
2346,Female,150,45,39,29,39,0
2347,Male,183,95,39,26,36,1
2348,Female,185,73,36,41,42,4
2349,Female,157,74,42,41,50,1
2350,Male,175,82,37,27,35,0
2351,Male,150,59,34,45,45,3
2352,Female,175,77,38,36,44,1
2353,Male,150,51,36,40,50,4
2354,Female,152,43,33,36,40,0
2355,Female,185,68,34,24,27,4
2356,Female,147,59,29,38,47,3
2357,Male,185,90,37,44,44,3
2358,Female,193,80,42,41,47,0
2359,Female,165,50,34,32,39,0
2360,Female,190,98,41,32,40,2
2361,Female,160,60,34,30,38,3
2362,Male,160,47,41,39,44,4
2363,Female,185,102,33,35,44,2
2364,Female,152,46,33,37,47,2
2365,Male,185,99,50,42,42,3
2366,Female,175,66,43,39,46,4
2367,Female,155,44,42,22,31,4
2368,Male,188,73,43,37,44,2
2369,Female,150,64,28,27,33,0
2370,Male,183,92,50,47,48,3
2371,Female,160,70,34,41,47,3
2372,Male,180,93,40,39,49,2
2373,Male,193,74,51,38,44,2
2374,Female,175,66,38,23,31,1
2375,Male,152,48,44,36,44,4
2376,Male,198,116,48,41,48,4
2377,Male,188,82,52,30,30,4
2378,Male,188,83,50,46,46,4
2379,Male,160,74,34,42,42,3
2380,Female,170,85,46,41,47,2
2381,Female,165,76,45,41,44,4
2382,Female,175,83,32,31,37,4
2383,Male,160,50,38,37,40,2
2384,Male,170,73,51,46,50,0
2385,Female,193,76,36,40,50,1
2386,Male,178,85,37,37,44,4
2387,Male,198,111,41,46,48,4
2388,Female,152,47,42,35,37,1
2389,Male,188,91,32,38,42,1
2390,Male,185,103,46,32,42,1
2391,Male,150,67,31,37,40,2
2392,Female,183,77,33,31,33,1
2393,Female,152,70,41,23,23,1
2394,Female,147,45,28,26,31,2
2395,Female,180,98,29,25,34,0
2396,Male,160,63,34,43,50,2
2397,Male,180,97,38,45,45,3
2398,Female,180,60,42,28,34,3
2399,Female,168,56,28,23,28,2
2400,Male,163,61,42,35,40,0
2401,Female,185,103,32,42,42,0
2402,Female,157,63,28,33,35,0
2403,Male,198,117,50,29,30,1
2404,Female,150,65,40,31,39,1
2405,Female,185,77,33,37,40,2
2406,Male,180,78,52,46,46,3
2407,Female,190,99,35,23,33,1
2408,Female,165,50,28,33,37,1
2409,Male,180,87,33,27,32,1
2410,Male,168,78,46,29,39,0
2411,Female,147,44,31,23,33,0
2412,Male,185,65,47,42,45,3
2413,Male,160,57,49,27,32,1
2414,Female,198,101,40,34,39,2
2415,Female,147,45,34,28,32,0
2416,Female,165,78,40,36,41,1
2417,Male,155,56,34,39,39,2
2418,Male,163,79,46,48,49,2
2419,Female,173,56,40,40,44,3
2420,Female,163,52,33,24,32,2
2421,Male,180,82,34,44,45,0
2422,Female,168,57,42,38,47,2
2423,Male,163,73,44,27,29,0
2424,Female,193,77,44,38,46,4
2425,Male,150,53,31,40,44,0
2426,Female,198,116,32,34,42,3
2427,Male,196,105,40,32,42,3
2428,Female,160,52,41,28,33,0
2429,Male,175,62,32,41,50,4
2430,Female,155,65,40,34,44,4
2431,Female,178,87,40,31,31,4
2432,Female,155,67,31,40,49,1
2433,Male,163,73,41,37,37,2
2434,Male,170,61,46,26,27,1
2435,Male,152,54,48,27,27,4
2436,Female,178,64,28,24,25,4
2437,Female,183,66,34,40,40,0
2438,Male,175,72,47,32,41,3
2439,Female,180,67,48,31,31,1
2440,Female,168,78,29,31,41,4
2441,Female,185,79,41,38,42,2
2442,Male,180,71,40,30,39,1
2443,Female,196,87,44,36,37,3
2444,Female,157,51,42,31,35,4
2445,Male,163,71,37,36,46,0
2446,Male,193,112,38,26,28,1
2447,Male,198,114,41,40,45,4
2448,Female,157,52,31,37,41,0
2449,Male,150,59,33,28,36,0
2450,Female,198,89,41,28,35,1
2451,Male,183,71,45,39,39,2
2452,Female,170,68,47,38,39,2
2453,Male,152,56,41,26,26,2
2454,Male,198,101,35,29,34,4
2455,Female,193,80,36,22,29,3
2456,Male,160,64,36,32,34,1
2457,Female,150,57,45,38,45,1
2458,Male,173,76,30,44,49,4
2459,Female,175,62,47,27,37,1
2460,Female,165,65,33,23,23,0
2461,Male,163,75,32,41,49,3
2462,Male,196,95,43,36,41,1
2463,Female,147,63,28,31,37,0
2464,Female,147,49,34,37,45,2
2465,Male,198,84,32,34,42,0
2466,Female,168,71,41,39,44,4
2467,Female,196,104,40,25,29,1
2468,Female,170,74,48,22,25,2
2469,Male,190,89,34,28,37,1
2470,Male,178,78,33,40,42,4
2471,Male,150,62,33,26,33,4
2472,Male,155,68,42,36,46,3
2473,Male,152,50,30,37,42,3
2474,Female,175,82,40,32,38,2
2475,Male,170,74,42,48,49,2
2476,Female,190,104,36,29,31,1
2477,Female,152,46,29,30,33,0
2478,Male,185,71,46,34,34,4
2479,Male,175,58,41,36,42,1
2480,Female,152,59,28,31,33,4
2481,Male,185,93,49,41,42,3
2482,Male,163,52,37,30,31,4
2483,Female,196,77,34,34,37,0
2484,Male,175,89,46,33,42,4
2485,Male,150,52,39,26,29,4
2486,Male,160,60,33,38,47,0
2487,Male,152,67,41,38,46,0
2488,Male,175,67,50,39,46,4
2489,Female,188,84,38,22,27,2
2490,Female,196,108,48,33,43,4
2491,Male,185,74,38,34,38,2
2492,Female,180,81,45,39,46,4
2493,Female,150,60,33,33,40,1
2494,Female,193,72,37,32,42,3
2495,Female,198,93,32,29,38,0
2496,Male,198,99,48,32,36,1
2497,Male,173,55,36,40,45,4
2498,Male,183,66,51,46,46,1
2499,Male,152,46,31,34,44,1
2500,Female,180,86,31,35,40,4
2501,Female,147,54,46,39,49,1
2502,Female,173,86,28,29,38,2
2503,Female,173,69,35,27,29,0
2504,Male,152,65,43,33,34,0
2505,Female,155,61,48,22,24,3
2506,Male,190,77,52,44,45,1
2507,Male,163,61,32,27,35,1
2508,Female,193,93,46,35,42,0
2509,Male,165,74,46,48,48,3
2510,Female,147,42,38,23,33,3
2511,Male,180,79,49,33,37,4
2512,Female,183,83,31,40,41,4
2513,Female,180,94,46,24,24,2
2514,Male,152,53,30,37,45,4
2515,Male,163,64,43,42,43,1
2516,Male,150,47,35,33,42,2
2517,Male,183,70,39,40,45,3
2518,Male,173,63,50,43,48,3
2519,Female,165,53,40,35,39,0
2520,Female,155,72,36,23,24,0
2521,Female,183,95,40,26,26,3
2522,Female,150,52,33,34,37,0
2523,Male,198,79,39,34,37,0
2524,Female,170,63,46,31,34,2
2525,Female,185,81,48,34,39,3
2526,Male,160,72,30,28,35,1
2527,Female,188,82,37,27,32,3
2528,Male,193,97,45,41,47,4
2529,Male,160,53,31,35,43,1
2530,Female,175,75,43,28,33,0
2531,Female,160,71,39,23,28,1
2532,Female,173,78,43,41,42,4
2533,Female,155,65,35,34,36,3
2534,Female,157,58,47,29,35,4
2535,Female,173,72,38,29,38,3
2536,Male,183,97,41,38,47,0
2537,Male,178,70,44,40,40,0
2538,Male,183,68,31,36,43,0
2539,Female,196,78,41,27,32,4
2540,Male,150,44,34,38,47,4
2541,Female,193,106,28,41,45,0
2542,Male,196,115,37,41,46,3
2543,Male,150,62,45,43,50,3
2544,Male,168,69,51,48,49,1
2545,Female,152,61,31,39,46,4
2546,Female,190,99,42,38,44,1
2547,Male,193,82,30,28,29,2
2548,Male,198,99,38,47,49,3
2549,Female,193,95,31,31,40,2
2550,Male,183,89,32,32,36,4
2551,Female,160,49,43,38,47,0
2552,Male,190,106,38,48,49,1
2553,Female,188,67,35,22,26,3
2554,Male,188,100,30,27,27,4
2555,Female,196,72,41,40,46,1
2556,Male,185,68,49,27,30,0
2557,Female,183,89,36,39,45,0
2558,Female,198,101,28,40,47,0
2559,Female,198,97,32,39,41,1
2560,Female,165,56,31,34,36,3
2561,Female,196,88,37,39,40,1
2562,Female,155,66,46,31,39,4
2563,Female,190,102,28,34,41,1
2564,Female,173,75,33,34,41,2
2565,Female,152,50,40,31,33,2
2566,Female,188,95,35,22,28,1
2567,Male,175,88,36,26,26,1
2568,Male,175,58,33,41,47,4
2569,Male,165,53,43,35,40,1
2570,Female,193,107,29,32,38,4
