ProductID,Category,Brand,Available_sizes,Height_S,Weight_S,Chest/Bust_S,Body_Shape_S,Height_M,Weight_M,Chest/Bust_M,Body_Shape_M,Height_L,Weight_L,Chest/Bust_L,Body_Shape_L,Height_XL,Weight_XL,Chest/Bust_XL,Body_Shape_XL
167,Ethnic Wear,Uniqlo,"['XL', 'L']",157.0,49.5,84.8,3,162.6,58.1,95.6,1,177.8,68.3,100.6,3,185.9,80.3,118.2,0
168,Kurtas,Aurelia,"['XL', 'L', 'S']",156.6,48.2,86.0,3,161.0,57.5,98.9,4,175.6,66.8,109.6,4,181.9,75.4,115.7,1
169,Suits,H&M,"['L', 'M']",159.9,52.4,89.9,2,166.2,58.8,96.7,3,179.9,70.1,100.2,3,185.0,80.0,118.5,1
170,Shirts,Aurelia,"['M', 'S', 'L', 'XL']",152.7,54.7,89.4,4,164.3,55.6,96.5,0,174.6,70.1,105.9,2,183.7,76.3,119.7,2
171,Dresses,North Face,"['L', 'S', 'M', 'XL']",156.7,49.4,88.6,2,164.3,63.1,92.5,3,177.1,66.4,107.8,0,188.0,83.4,119.6,4
172,T-Shirts,Uniqlo,"['M', 'XL', 'L', 'S']",150.5,53.6,88.9,1,165.3,64.8,93.9,4,177.9,67.0,107.9,2,183.2,76.1,118.6,0
173,Jackets,Champion,"['S', 'XL', 'M', 'L']",151.1,50.7,84.7,0,163.6,63.2,96.8,2,174.9,69.1,100.3,4,184.6,80.1,110.1,4
174,T-Shirts,Global Desi,"['XL', 'L']",150.0,46.6,86.6,0,166.3,60.5,98.9,1,178.6,69.1,109.1,3,187.2,80.2,118.9,4
175,Sweaters,Mango,"['S', 'XL', 'L', 'M']",160.0,51.9,89.0,4,160.3,58.0,93.2,1,175.5,68.2,109.2,0,184.3,84.7,110.8,3
176,T-Shirts,Zara,"['L', 'M']",158.0,50.1,83.9,2,169.7,57.0,92.2,4,174.1,66.5,105.6,4,187.9,81.5,118.5,3
177,T-Shirts,H&M,"['S', 'M', 'L', 'XL']",157.9,51.5,89.6,3,169.2,58.6,95.9,0,171.1,65.0,104.8,1,186.6,77.9,112.8,0
178,Shirts,Uniqlo,"['XL', 'M', 'L']",155.1,53.9,84.2,3,169.4,61.7,90.7,3,173.9,74.7,100.4,1,184.1,77.4,116.1,0
179,Shirts,Brooks Brothers,"['M', 'S', 'XL']",153.0,49.4,86.0,3,163.7,59.5,97.1,2,177.3,74.4,105.6,1,185.0,76.3,110.4,1
180,Hoodies,Uniqlo,"['S', 'M']",151.5,54.0,87.1,1,165.3,64.3,97.0,0,179.2,69.8,104.1,0,189.7,82.6,117.7,0
181,Suits,Champion,"['M', 'S', 'L', 'XL']",152.8,52.5,89.5,1,169.5,63.5,93.5,4,172.5,75.0,107.7,2,186.6,81.9,111.1,1
182,Jackets,Zara,"['XL', 'L', 'M']",153.8,49.9,82.4,3,169.0,56.0,98.9,4,173.6,71.7,104.0,0,189.0,81.1,114.1,1
183,T-Shirts,Aurelia,"['XL', 'L', 'S', 'M']",157.6,51.0,87.5,4,167.9,56.3,95.0,1,171.5,65.7,106.8,0,181.8,75.4,118.2,0
184,T-Shirts,H&M,"['M', 'XL', 'L', 'S']",155.4,48.3,85.2,1,164.1,61.8,96.5,2,176.9,66.2,101.0,0,184.8,82.6,117.0,1
185,Dresses,Levi's,"['XL', 'S']",150.8,54.8,82.7,1,165.6,57.3,92.1,0,179.6,74.2,101.3,1,189.1,81.4,110.1,4
186,Shirts,Mango,"['M', 'L', 'XL']",150.2,51.7,87.8,0,167.9,62.9,94.2,1,176.4,71.3,101.4,2,183.2,84.6,114.0,1
187,Jackets,FabIndia,"['S', 'L']",151.0,45.4,85.5,0,162.7,60.9,98.6,2,176.2,73.4,100.5,0,189.7,80.9,110.4,4
188,Ethnic Wear,FabIndia,"['XL', 'L']",154.1,48.3,86.6,4,166.3,57.3,92.1,3,175.5,74.0,105.4,2,181.0,78.0,116.7,4
189,Hoodies,Zara,"['XL', 'S', 'M', 'L']",159.3,51.2,83.2,1,168.3,59.8,93.9,3,170.9,69.5,107.9,3,189.0,78.8,119.7,4
190,Suits,Zara,"['S', 'M']",156.4,45.6,84.8,1,167.1,59.1,93.2,1,177.3,65.5,106.1,0,184.5,76.8,116.6,2
191,Kurtas,Mango,"['S', 'XL', 'L', 'M']",158.0,45.2,86.2,2,164.8,63.7,91.5,0,176.0,66.9,105.7,0,180.7,82.2,112.2,2
192,Suits,Forever 21,"['S', 'M', 'XL']",154.7,49.5,84.0,4,165.8,55.3,92.9,2,176.6,65.7,106.8,0,188.8,82.1,113.6,1
193,Sweaters,Aurelia,"['M', 'L', 'XL', 'S']",153.6,48.3,82.0,4,169.9,64.0,92.3,3,179.0,66.9,103.4,3,182.5,77.0,119.8,0
194,T-Shirts,Forever 21,"['S', 'L', 'XL', 'M']",151.1,49.4,89.6,2,166.0,61.5,99.2,3,177.8,69.1,103.6,3,180.2,76.6,112.2,1
195,Hoodies,Hugo Boss,"['L', 'M', 'XL']",158.8,47.6,85.1,2,167.9,62.4,97.4,0,177.8,66.2,103.1,1,181.4,75.8,115.6,2
196,Sweaters,Zara,"['XL', 'S', 'M', 'L']",157.8,46.6,87.3,0,167.3,55.0,93.2,1,179.3,66.7,107.1,4,186.6,84.1,114.0,3
197,Jackets,Brooks Brothers,"['M', 'S', 'L']",151.7,51.9,84.1,4,167.0,61.3,97.6,4,179.9,69.5,101.6,2,189.8,77.3,117.7,3
198,Kurtas,Armani,"['S', 'M', 'L']",155.1,50.1,83.6,4,167.2,60.9,90.2,2,175.8,68.4,100.1,4,181.1,78.4,118.7,1
199,Shirts,Aurelia,"['L', 'XL', 'M']",154.9,47.0,84.1,2,164.5,60.4,95.3,3,171.1,69.7,106.0,0,184.6,77.8,113.4,2
200,Hoodies,Ralph Lauren,"['M', 'S']",156.3,48.2,84.1,3,164.7,62.9,92.5,4,174.6,69.3,109.4,0,181.8,79.1,116.6,4
201,Hoodies,Mango,"['S', 'L', 'XL', 'M']",159.5,50.9,85.4,3,164.7,60.6,91.1,0,177.9,71.4,106.1,1,187.5,82.1,115.5,2
202,T-Shirts,Armani,"['S', 'XL', 'L', 'M']",155.8,45.7,85.4,0,160.3,63.6,98.8,1,170.3,74.4,107.8,4,181.2,83.7,112.8,1
203,Tops,Brooks Brothers,"['XL', 'M']",155.4,46.5,85.0,3,162.4,57.3,92.0,2,170.6,66.1,106.7,0,182.4,76.8,112.7,2
204,Hoodies,H&M,"['XL', 'L', 'S']",150.5,45.7,81.3,3,161.5,63.1,98.2,0,170.7,66.0,105.0,4,182.0,81.9,115.4,3
205,Dresses,Global Desi,"['M', 'XL', 'L', 'S']",150.6,53.1,85.0,3,168.9,56.8,94.1,1,177.3,73.5,107.2,1,185.5,78.5,111.5,4
206,Kurtas,ASOS,"['XL', 'L']",151.9,52.5,81.7,1,162.7,63.1,90.1,0,175.0,70.1,108.2,4,188.7,84.8,118.1,1
207,Kurtas,Global Desi,"['XL', 'M', 'L', 'S']",150.3,52.5,81.3,0,161.4,64.4,97.3,3,173.7,72.7,102.2,2,185.1,78.0,110.7,1
208,Dresses,Adidas,"['XL', 'M']",157.4,52.2,89.3,2,161.2,58.4,96.0,3,171.1,67.2,103.4,1,180.6,75.1,110.9,0
209,Ethnic Wear,Zara,"['S', 'M', 'L']",157.2,51.7,86.0,3,167.0,60.3,93.4,4,177.3,73.3,102.2,4,185.6,80.2,113.4,4
210,Dresses,ASOS,"['XL', 'S', 'M', 'L']",151.4,49.8,86.6,1,160.1,61.6,92.8,0,173.2,74.2,104.5,0,188.0,76.5,111.2,1
211,Dresses,Global Desi,"['XL', 'S', 'M', 'L']",158.4,51.4,84.0,3,164.7,55.8,90.7,3,172.7,71.4,108.9,3,181.3,75.4,114.8,2
212,Kurtas,Brooks Brothers,"['XL', 'L']",151.5,45.4,89.1,1,161.2,59.9,99.4,1,176.5,66.1,103.5,3,180.7,82.0,114.0,2
213,Suits,Aurelia,"['M', 'XL', 'S']",153.0,51.2,86.4,0,168.5,58.6,94.9,4,175.6,74.0,103.7,1,181.9,82.3,117.2,2
214,Kurtas,Levi's,"['XL', 'L']",152.5,52.8,87.7,3,169.6,63.7,90.9,2,173.6,72.9,108.6,3,187.5,79.6,119.5,2
215,Tops,Uniqlo,"['M', 'XL']",153.7,50.0,83.7,1,169.6,63.8,98.7,0,176.4,72.5,105.2,2,185.9,81.8,117.5,1
216,T-Shirts,Hugo Boss,"['M', 'S']",152.5,48.6,89.6,4,164.4,62.0,92.8,3,172.7,65.4,105.4,1,185.4,80.4,111.8,3
217,Sweaters,Zara,"['M', 'L', 'S', 'XL']",154.9,47.8,88.2,4,166.4,61.6,92.0,1,177.9,73.0,108.6,0,182.5,81.3,119.4,4
218,Suits,Mango,"['S', 'XL', 'L', 'M']",154.1,51.4,88.5,1,166.0,62.3,92.8,0,172.3,66.4,104.9,0,183.3,81.0,113.9,2
219,Shirts,FabIndia,"['M', 'XL', 'L']",159.9,51.9,81.7,3,163.5,58.7,95.6,1,171.6,67.2,106.8,1,189.7,81.7,114.7,1
220,Sweaters,Gap,"['S', 'L', 'M', 'XL']",150.6,53.7,82.7,3,164.4,59.0,90.7,4,177.8,70.8,100.9,3,182.4,77.0,114.2,1
221,T-Shirts,Mango,"['L', 'S']",151.4,48.4,82.9,0,160.6,60.5,94.8,3,177.1,67.6,101.8,3,189.0,77.7,112.8,2
222,Tops,Global Desi,"['M', 'S', 'L', 'XL']",150.5,52.7,82.7,0,168.0,64.4,99.0,3,171.8,71.6,104.0,0,185.8,79.4,119.0,0
223,Tops,Forever 21,"['XL', 'L', 'S', 'M']",156.3,50.6,88.6,2,162.4,62.2,91.9,4,171.2,71.1,104.9,2,181.2,79.5,113.3,1
224,Shirts,H&M,"['M', 'S']",150.5,53.8,80.3,0,164.6,60.5,93.3,1,178.4,66.1,109.7,3,184.7,82.7,115.8,4
225,Suits,H&M,"['XL', 'M']",158.4,50.3,80.8,3,164.8,62.7,94.0,0,177.8,71.6,109.7,2,189.5,78.7,112.4,4
226,Ethnic Wear,H&M,"['L', 'M', 'S']",155.1,50.2,82.7,2,165.6,58.7,95.9,1,173.3,74.2,108.5,3,184.2,76.6,118.0,0
227,Dresses,Adidas,"['S', 'M', 'XL']",155.3,50.8,82.0,0,168.2,62.3,99.2,0,176.6,66.6,103.2,1,188.6,77.5,117.7,1
228,Suits,Aurelia,"['XL', 'S', 'M', 'L']",155.6,52.5,82.3,1,166.9,59.1,93.9,4,171.2,71.0,109.6,4,182.6,77.1,113.0,0
229,Ethnic Wear,Tommy Hilfiger,"['S', 'M', 'L', 'XL']",151.7,54.6,88.0,4,166.6,57.8,90.7,2,175.1,68.4,106.9,0,185.7,82.3,116.8,1
230,Tops,H&M,"['M', 'XL', 'S']",152.0,45.7,85.6,0,165.3,61.1,93.5,0,170.2,69.6,103.9,1,188.4,79.7,117.0,1
231,Kurtas,Uniqlo,"['XL', 'S', 'L', 'M']",153.2,45.5,80.1,0,161.0,61.9,91.9,3,173.9,67.9,107.0,3,189.2,82.1,115.6,0
232,T-Shirts,Armani,"['M', 'S', 'L']",155.9,54.4,84.3,1,164.0,59.6,96.5,3,170.7,68.5,100.2,0,184.9,79.2,116.0,3
233,Shirts,Adidas,"['XL', 'L', 'S', 'M']",152.1,50.3,84.1,3,169.6,60.7,90.3,3,174.8,65.3,101.5,4,186.4,83.9,115.7,2
234,T-Shirts,Brooks Brothers,"['M', 'XL', 'L']",151.2,51.1,81.1,1,170.0,61.9,92.9,1,174.2,74.8,108.3,4,180.0,84.8,110.8,2
235,Jackets,Adidas,"['L', 'M', 'S', 'XL']",159.7,49.8,86.8,0,167.3,62.7,95.5,1,174.4,71.2,106.5,3,182.5,81.7,116.7,2
236,Jackets,Uniqlo,"['L', 'M']",150.2,45.9,87.0,3,162.3,64.0,92.8,1,170.5,70.0,103.6,0,182.8,83.6,114.7,0
237,Suits,Mango,"['XL', 'L', 'M']",158.0,52.7,87.2,2,161.0,58.5,95.5,3,173.6,68.8,105.0,3,180.9,80.1,114.4,1
238,Tops,Adidas,"['XL', 'L', 'M', 'S']",157.9,52.5,87.3,0,164.1,64.5,91.1,0,177.6,70.4,109.1,4,182.8,84.3,118.6,1
239,Tops,FabIndia,"['XL', 'S']",153.0,48.1,80.0,1,168.6,61.4,99.4,3,173.7,68.8,106.3,1,183.2,83.3,110.2,4
240,Dresses,Aurelia,"['L', 'S', 'XL', 'M']",151.4,48.1,89.5,2,167.2,62.9,92.9,0,177.2,68.6,104.0,1,189.7,84.9,112.5,1
241,Dresses,Tommy Hilfiger,"['M', 'L', 'S', 'XL']",151.5,53.4,88.1,4,168.8,62.0,99.2,1,173.7,69.6,101.2,2,186.7,81.2,111.2,3
242,Dresses,Nike,"['M', 'S', 'XL']",157.0,45.7,89.0,2,166.2,57.1,93.3,2,174.2,67.8,102.9,4,184.3,82.8,110.4,2
243,Kurtas,Aurelia,"['S', 'M', 'XL']",156.4,53.8,80.2,1,161.3,55.7,97.8,1,175.6,66.8,109.8,4,189.9,80.4,112.8,3
244,Sweaters,Global Desi,"['L', 'M', 'XL']",157.8,47.6,89.3,2,161.1,62.3,92.5,4,179.5,70.6,104.4,3,181.5,77.6,119.9,2
245,Hoodies,H&M,"['XL', 'S', 'M']",159.4,50.9,88.1,1,160.5,60.1,96.7,0,171.1,73.4,104.7,2,184.8,78.5,112.7,0
246,Sweaters,Zara,"['S', 'L']",156.9,54.4,88.4,0,165.7,62.0,93.2,2,170.3,66.5,105.0,2,186.5,83.9,116.6,3
247,T-Shirts,Biba,"['L', 'XL']",151.6,51.8,80.9,3,162.4,59.8,95.1,1,176.1,65.3,108.8,0,180.6,75.6,111.2,1
248,Sweaters,FabIndia,"['L', 'XL', 'S']",152.4,49.1,87.4,4,167.3,58.1,96.7,2,179.5,67.5,106.0,3,187.2,80.9,116.0,2
249,Kurtas,Levi's,"['L', 'M', 'XL']",158.4,51.9,89.6,3,166.9,57.9,95.9,3,179.9,74.8,106.9,1,181.0,78.7,119.8,4
250,T-Shirts,H&M,"['M', 'L', 'S']",152.1,48.4,86.8,3,163.2,62.3,95.8,0,174.8,73.3,103.9,0,181.4,78.9,112.9,3
251,Sweaters,Nike,"['M', 'XL', 'L', 'S']",150.7,47.8,85.7,3,161.8,57.8,90.7,4,174.7,71.0,100.3,2,181.6,83.8,118.5,0
252,Kurtas,FabIndia,"['L', 'S', 'XL', 'M']",157.0,55.0,89.5,1,161.0,62.1,92.5,3,176.4,74.3,109.3,1,189.3,83.5,120.0,4
253,Hoodies,Zara,"['S', 'L', 'M', 'XL']",154.0,52.5,84.4,1,167.4,58.8,95.7,2,175.6,69.5,109.5,4,186.8,81.0,115.9,0
254,Sweaters,FabIndia,"['S', 'L', 'XL']",159.2,51.4,86.0,4,164.5,62.7,90.2,1,176.3,74.8,109.5,3,186.6,77.7,113.1,2
255,Kurtas,Aurelia,"['M', 'S', 'XL', 'L']",156.5,48.6,84.8,1,163.2,56.4,92.5,0,178.7,68.0,109.4,2,185.6,79.8,116.7,3
256,Dresses,Forever 21,"['S', 'XL']",150.9,45.5,89.3,1,168.6,57.0,92.3,4,177.5,67.4,108.2,4,182.9,79.1,118.4,0
257,Tops,Nike,"['XL', 'L', 'M', 'S']",159.5,45.3,80.8,1,165.9,61.9,92.5,1,175.0,71.4,106.8,2,186.2,78.5,111.7,4
258,Dresses,Tommy Hilfiger,"['M', 'S', 'L', 'XL']",152.6,50.5,85.0,1,165.2,60.6,95.4,4,174.6,68.8,108.4,1,184.1,76.0,114.5,4
259,Tops,Armani,"['L', 'XL', 'S']",153.4,52.6,86.9,0,167.4,57.0,95.8,0,176.4,71.3,106.0,0,181.5,80.4,113.2,1
260,Shirts,Mango,"['XL', 'S', 'M']",154.0,50.4,87.9,4,168.2,64.0,99.1,2,174.6,68.0,101.3,1,186.9,78.0,112.8,0
261,Shirts,Aurelia,"['XL', 'L', 'S', 'M']",150.5,53.4,85.8,1,166.9,57.8,93.9,4,174.6,71.2,103.9,3,181.3,81.6,118.6,3
262,Shirts,Nike,"['XL', 'M', 'L']",155.0,45.3,89.1,4,164.4,59.2,99.3,0,170.2,67.8,109.7,3,181.9,78.2,114.2,3
263,Hoodies,Armani,"['L', 'S', 'M', 'XL']",151.2,48.7,89.4,2,163.8,57.0,96.5,4,171.7,65.5,103.5,2,188.2,79.3,113.4,1
264,Dresses,Mango,"['XL', 'S']",154.0,47.4,80.6,0,167.7,58.9,99.1,1,174.9,74.1,108.7,1,186.6,75.5,116.0,4
265,Tops,Aurelia,"['M', 'XL', 'L']",153.5,49.5,84.0,1,165.2,59.9,98.3,4,178.2,73.8,100.9,0,186.3,84.9,112.2,0
266,Kurtas,Aurelia,"['M', 'XL', 'S']",157.7,45.7,80.2,0,167.0,58.0,96.9,1,172.8,74.7,103.3,3,184.2,80.1,112.3,4
267,T-Shirts,Aurelia,"['S', 'L', 'M']",158.0,54.5,83.3,0,168.9,62.7,93.6,1,175.2,72.2,103.5,0,184.0,75.2,115.2,0
268,Kurtas,Aurelia,"['M', 'L']",151.5,47.2,85.4,2,169.2,58.9,92.4,0,173.4,71.8,100.5,4,186.9,80.4,114.1,0
269,T-Shirts,Mango,"['M', 'S']",153.7,54.2,89.1,4,162.8,62.3,92.2,3,171.0,70.6,101.2,2,187.4,83.7,112.9,0
270,Jackets,Zara,"['M', 'S']",153.7,49.3,88.5,0,161.9,57.1,99.5,4,179.6,66.3,101.9,0,185.1,82.7,110.5,4
271,Kurtas,Brooks Brothers,"['M', 'L', 'S']",151.5,54.9,81.3,3,162.6,58.8,99.6,2,178.5,66.9,108.4,2,189.7,82.0,115.2,4
272,Sweaters,Armani,"['S', 'L', 'XL']",158.0,50.5,80.9,2,167.5,55.1,97.2,1,170.8,67.9,100.6,4,189.6,76.4,118.2,4
273,Sweaters,H&M,"['XL', 'L', 'M']",157.1,54.3,85.9,3,163.7,62.6,98.8,3,177.2,73.9,103.0,0,184.1,81.6,118.5,2
274,Suits,Adidas,"['L', 'S', 'XL', 'M']",151.9,45.1,85.3,2,161.7,61.3,99.2,1,173.5,66.7,100.1,0,188.2,82.7,112.4,4
275,Dresses,ASOS,"['M', 'XL', 'L', 'S']",153.7,52.5,82.7,3,161.0,63.2,95.1,3,179.9,74.2,107.0,4,185.4,80.7,116.0,1
276,T-Shirts,Aurelia,"['M', 'XL', 'S', 'L']",151.1,54.0,89.0,3,163.3,59.6,96.3,3,173.0,70.2,106.2,1,185.1,83.9,118.6,2
277,T-Shirts,Armani,"['XL', 'S']",156.3,46.4,89.3,0,161.4,63.0,94.2,2,172.4,72.2,106.4,0,180.5,77.8,114.1,0
278,Dresses,Gap,"['M', 'XL']",151.2,46.0,84.0,0,161.6,61.5,94.2,3,175.7,66.1,103.7,0,185.7,77.4,119.3,3
279,Hoodies,Zara,"['L', 'XL', 'S']",159.9,49.2,88.9,2,166.8,55.0,90.4,2,178.4,67.7,102.1,3,189.0,83.7,119.0,2
280,Suits,Nike,"['M', 'L', 'XL', 'S']",157.8,54.3,83.8,4,160.2,57.5,94.3,0,171.9,74.6,107.2,1,187.8,81.3,112.1,2
281,Hoodies,FabIndia,"['S', 'M', 'L', 'XL']",153.9,50.4,87.4,0,161.2,59.9,96.7,1,177.1,67.7,108.1,0,187.9,75.0,112.6,0
282,Hoodies,Brooks Brothers,"['L', 'M', 'XL', 'S']",155.8,50.3,84.8,0,168.4,61.2,94.2,2,170.6,68.0,101.4,4,181.6,78.5,111.8,4
283,Hoodies,Aurelia,"['S', 'XL']",159.1,46.4,81.2,1,168.4,55.7,98.7,1,179.2,67.0,104.9,2,183.6,83.6,112.0,4
284,Dresses,Tommy Hilfiger,"['L', 'XL', 'M', 'S']",155.5,45.0,89.3,0,163.3,62.1,93.3,4,170.8,66.3,102.5,4,182.3,75.3,119.1,2
285,Hoodies,Mango,"['XL', 'L', 'S']",151.7,53.1,84.5,4,160.9,60.4,91.3,0,179.1,67.3,101.7,1,183.2,75.0,119.3,4
286,Sweaters,H&M,"['S', 'XL', 'L']",153.8,45.9,87.3,1,167.0,60.3,98.1,4,174.9,71.4,107.3,3,185.8,77.8,110.5,2
287,Shirts,Aurelia,"['XL', 'S', 'L']",158.4,51.3,83.7,3,163.6,57.9,96.7,4,174.5,69.6,105.4,3,183.6,84.1,115.9,3
288,Jackets,Armani,"['XL', 'M', 'S', 'L']",156.4,54.1,80.2,3,160.5,60.9,92.4,3,179.7,70.5,102.2,3,185.6,84.0,115.6,3
289,T-Shirts,Brooks Brothers,"['S', 'XL', 'M']",156.5,47.1,81.0,1,161.6,55.3,95.4,3,179.9,66.2,103.1,4,184.4,80.2,113.9,0
290,T-Shirts,ASOS,"['S', 'M']",158.7,51.7,85.0,1,161.4,55.6,94.0,4,176.5,73.0,109.7,2,182.9,80.5,116.3,1
291,Jackets,Uniqlo,"['L', 'S', 'XL', 'M']",158.9,45.8,86.9,1,165.9,62.3,99.4,3,171.3,72.8,108.5,2,181.0,78.3,119.5,1
292,Dresses,Zara,"['L', 'XL']",159.2,51.0,83.3,2,169.0,58.2,96.1,1,175.1,65.2,108.8,0,188.9,77.4,111.7,4
293,Kurtas,Zara,"['XL', 'M']",150.9,46.6,87.0,4,167.9,58.5,91.6,3,175.3,68.8,104.6,2,180.1,83.2,111.2,1
294,Dresses,H&M,"['XL', 'L']",155.4,52.4,87.0,4,165.5,57.1,95.0,4,175.1,65.7,106.2,2,180.0,76.1,110.3,3
295,T-Shirts,Armani,"['M', 'S', 'L']",157.4,48.0,87.0,3,164.2,59.5,98.6,3,175.7,72.9,103.8,0,188.3,79.9,113.6,0
296,T-Shirts,H&M,"['L', 'XL', 'M']",157.6,49.6,84.9,3,166.2,55.5,96.7,3,170.2,72.4,100.8,4,190.0,81.3,113.4,3
297,Jackets,Nike,"['S', 'L', 'M', 'XL']",156.1,51.0,89.1,3,164.4,58.0,98.4,2,177.1,74.0,104.0,4,187.3,76.0,114.3,2
298,Hoodies,Mango,"['M', 'S', 'L']",151.7,46.7,84.9,0,162.5,60.3,92.5,2,177.1,67.4,105.9,1,180.2,80.2,115.0,4
299,Dresses,Hugo Boss,"['S', 'L', 'M', 'XL']",158.0,52.4,84.5,3,166.8,59.7,98.9,4,171.2,69.6,102.9,4,182.3,80.8,117.6,4
300,Tops,Nike,"['S', 'XL', 'L', 'M']",157.2,48.0,82.0,1,168.7,65.0,97.6,1,175.7,66.8,108.5,3,189.7,82.4,113.9,1
301,Jackets,Mango,"['XL', 'L']",150.9,51.6,83.1,3,163.7,58.9,97.3,0,175.7,68.7,101.5,3,188.1,77.3,113.3,2
302,Sweaters,Zara,"['XL', 'M', 'L', 'S']",154.6,46.6,80.4,1,168.4,58.9,93.5,0,176.8,70.2,103.7,1,185.7,77.9,118.3,1
303,T-Shirts,H&M,"['M', 'XL', 'L', 'S']",151.7,51.9,86.3,2,164.3,60.0,98.9,4,170.9,65.5,101.2,2,182.4,80.7,118.5,1
304,Jackets,Tommy Hilfiger,"['L', 'S', 'XL']",153.4,46.3,82.5,0,164.0,56.9,96.4,1,176.3,72.1,104.0,1,180.1,84.8,112.3,1
305,Dresses,Zara,"['L', 'S']",150.2,49.3,83.0,0,160.3,63.8,98.5,1,172.8,70.4,100.4,0,180.2,77.2,113.1,2
306,T-Shirts,ASOS,"['L', 'M']",154.0,47.5,87.7,4,167.0,60.7,93.6,1,175.1,73.3,102.7,1,186.1,84.9,118.3,1
307,Kurtas,Nike,"['XL', 'S']",155.5,52.5,83.3,2,168.1,56.9,91.5,2,177.7,67.7,104.0,1,180.2,82.1,110.8,4
308,Jackets,Gap,"['M', 'S']",156.2,47.6,82.4,1,166.6,62.9,93.3,4,177.1,74.0,104.8,3,189.9,83.3,113.3,1
309,Suits,FabIndia,"['XL', 'M']",156.6,53.8,81.7,2,161.5,55.3,94.6,0,171.2,75.0,105.4,0,181.8,75.9,114.5,2
310,T-Shirts,Forever 21,"['M', 'XL', 'S']",158.4,53.9,87.7,0,161.0,64.8,95.3,1,175.9,74.2,102.7,0,187.1,78.0,111.9,2
311,Dresses,Uniqlo,"['S', 'XL']",152.2,47.0,81.3,1,165.7,63.7,95.1,4,179.7,72.8,105.2,1,181.6,75.6,111.8,3
312,Shirts,Adidas,"['XL', 'M']",151.2,51.1,84.5,2,164.0,60.8,95.5,0,171.6,73.1,105.1,0,185.4,78.7,114.2,1
313,Tops,Gap,"['L', 'M', 'S', 'XL']",158.5,45.9,85.1,0,164.3,56.1,98.4,2,178.5,70.7,103.2,0,180.8,84.8,117.5,2
314,Ethnic Wear,Mango,"['L', 'XL', 'S']",151.6,48.9,86.9,1,169.7,57.2,91.7,3,177.0,66.9,108.3,4,187.7,76.1,118.4,1
315,Hoodies,Aurelia,"['M', 'XL', 'S']",159.7,52.1,86.3,1,167.2,57.8,93.2,0,177.7,71.8,105.5,0,185.8,80.6,119.8,0
316,Ethnic Wear,H&M,"['L', 'M']",158.4,51.6,88.1,0,164.1,57.4,98.9,0,172.8,72.1,103.3,2,180.9,75.1,110.7,4
317,Dresses,Mango,"['M', 'XL', 'L', 'S']",155.0,51.2,80.4,1,160.2,60.0,95.6,0,172.9,74.9,109.5,0,188.5,82.1,112.2,4
318,Sweaters,Uniqlo,"['L', 'XL', 'M']",159.8,47.8,83.0,0,160.3,64.4,95.8,3,179.1,70.4,108.5,3,185.5,77.0,117.6,1
319,Sweaters,Ralph Lauren,"['XL', 'M', 'S']",151.0,48.8,82.8,3,166.8,59.4,94.8,1,173.6,67.7,109.8,4,189.2,76.3,115.4,4
320,Shirts,Mango,"['S', 'M', 'L', 'XL']",153.0,46.0,81.5,3,168.4,61.6,95.5,3,170.6,71.8,106.9,3,189.2,78.4,113.3,4
321,Hoodies,Nike,"['XL', 'S']",156.4,52.2,82.9,1,167.1,61.9,92.0,0,176.0,74.8,103.8,3,189.2,82.7,112.1,0
322,Suits,Champion,"['M', 'XL']",153.5,50.0,83.1,1,164.1,63.7,95.5,2,171.2,66.8,102.8,2,180.8,76.1,112.8,4
323,Shirts,Zara,"['S', 'L']",159.3,52.1,85.2,0,160.3,55.3,100.0,0,178.0,68.3,106.6,4,181.2,77.3,114.3,4
324,Ethnic Wear,Nike,"['M', 'S', 'L', 'XL']",150.7,47.5,86.6,1,169.7,59.0,95.7,2,176.4,70.4,109.8,1,189.9,75.1,111.8,2
325,Shirts,H&M,"['XL', 'M']",155.5,48.2,83.8,4,169.9,62.8,90.4,4,178.7,66.7,106.3,0,184.9,84.7,119.6,4
326,Ethnic Wear,Tommy Hilfiger,"['S', 'L']",155.9,48.3,87.2,3,165.5,63.1,98.0,2,177.8,65.2,108.8,2,182.4,80.9,111.1,1
327,T-Shirts,Gap,"['L', 'XL', 'S']",156.5,45.3,83.4,1,160.7,64.3,94.0,0,171.1,68.4,103.3,2,187.7,82.2,119.9,4
328,Sweaters,Mango,"['S', 'XL']",152.6,48.4,82.9,1,165.4,62.0,91.5,3,173.8,73.7,104.1,1,182.6,81.5,118.4,1
329,T-Shirts,Adidas,"['S', 'XL', 'M']",153.6,53.0,85.4,2,168.9,57.5,98.6,0,177.7,65.4,109.1,2,187.3,76.4,114.2,4
330,Tops,Brooks Brothers,"['S', 'M', 'XL']",158.4,54.0,80.2,1,166.8,60.1,92.0,0,174.2,69.3,107.6,1,188.4,80.9,117.4,1
331,Hoodies,ASOS,"['XL', 'L', 'M']",151.9,50.2,80.8,4,167.2,55.3,99.2,4,179.7,72.6,109.8,1,187.8,76.3,116.7,4
332,Suits,Mango,"['XL', 'S', 'L', 'M']",158.3,49.6,84.2,3,160.8,61.5,94.4,1,177.4,74.5,107.7,1,182.7,79.0,112.1,1
