ProductID,Category,Brand,Available_sizes,Height_28,Weight_28,Waist_28,Hip_28,Body_Shape_28,Height_32,Weight_32,Waist_32,Hip_32,Body_Shape_32,Height_36,Weight_36,Waist_36,Hip_36,Body_Shape_36,Height_40,Weight_40,Waist_40,Hip_40,Body_Shape_40
1974,Shorts,Zara,"[28, 40, 36, 32]",162.5,60.8,71.7,88.1,1,168.0,67.7,77.8,91.1,3,174.8,77.6,80.4,97.7,2,177.1,93.7,89.5,100.3,4
1975,Trousers,Uniqlo,"[36, 40, 28]",161.1,63.5,74.8,89.0,0,165.4,70.0,75.7,91.0,0,174.4,84.1,84.5,96.1,4,176.5,89.0,89.2,103.3,3
1976,Skirts,Levi's,"[36, 32, 40]",162.9,63.6,71.5,89.2,2,168.3,71.0,78.4,94.7,4,174.2,83.9,82.3,95.0,0,175.9,92.8,89.6,103.4,1
1977,Skirts,Pepe Jeans,"[36, 28]",164.1,59.8,74.5,85.2,4,169.0,69.2,75.8,92.3,1,170.5,81.6,82.6,100.0,0,177.3,92.7,87.2,101.6,0
1978,Jeans,Uniqlo,"[28, 40]",162.6,57.4,72.1,88.6,2,167.7,65.7,78.7,94.1,3,173.2,82.1,84.2,97.1,1,177.7,85.4,87.3,100.0,4
1979,Trousers,Lululemon,"[36, 40]",163.2,63.4,72.8,85.5,0,166.8,65.6,77.6,94.6,4,171.0,81.2,82.9,96.4,4,179.1,93.2,89.0,103.2,0
1980,Jeans,Banana Republic,"[40, 32]",163.3,65.0,73.2,89.8,2,165.9,69.4,79.1,93.1,1,173.3,82.8,81.8,98.8,0,177.4,87.9,86.5,100.4,1
1981,Trousers,H&M,"[40, 36, 28]",164.1,58.8,70.7,87.4,0,166.3,73.0,75.9,91.5,1,172.1,78.5,83.7,98.0,1,179.1,93.4,88.8,101.1,3
1982,Jeans,Lululemon,"[28, 40]",163.4,64.2,70.2,88.9,0,167.6,65.8,76.9,93.4,4,173.2,80.5,80.7,99.4,3,179.8,89.9,87.5,101.2,4
1983,Jeans,Zara,"[28, 40, 36]",164.9,64.8,72.1,88.1,0,166.3,67.1,79.2,92.2,2,172.1,81.7,83.3,98.9,3,178.6,90.9,86.3,101.3,1
1984,Skirts,Under Armour,"[36, 32]",162.3,59.0,70.8,89.8,0,168.9,67.7,79.0,94.9,4,174.5,79.7,83.9,96.4,0,175.6,86.0,88.2,103.1,2
1985,Skirts,Zara,"[36, 28, 40, 32]",160.3,62.2,72.7,89.9,0,165.7,70.6,79.8,94.1,0,170.1,82.7,81.7,98.0,1,177.3,88.8,86.5,100.4,1
1986,Shorts,Zara,"[36, 40, 32, 28]",162.0,60.8,72.3,86.4,4,167.6,65.4,76.1,94.1,2,171.0,84.3,84.9,97.5,1,179.3,94.7,88.4,103.2,0
1987,Shorts,Mango,"[28, 32, 40, 36]",164.2,62.2,70.6,87.4,2,167.5,73.6,77.7,92.9,1,174.2,81.6,83.2,99.8,2,177.5,94.3,87.8,102.4,1
1988,Skirts,Zara,"[28, 36, 40]",160.7,56.5,73.3,87.5,3,165.7,69.7,75.1,90.0,3,173.7,75.7,80.5,96.2,0,179.1,94.9,88.6,101.7,2
1989,Skirts,Dockers,"[36, 32, 28, 40]",163.7,58.7,70.1,85.9,3,170.0,69.9,79.8,94.2,1,170.9,81.1,84.8,96.4,2,178.9,90.1,88.0,103.0,2
1990,Jeans,Uniqlo,"[28, 36, 40, 32]",162.7,55.6,70.6,89.5,4,169.1,68.3,75.9,90.1,3,170.6,82.0,83.7,99.6,4,175.8,93.2,88.8,104.4,1
1991,Shorts,Lululemon,"[36, 40]",164.5,61.1,73.5,86.7,1,166.9,67.1,79.5,90.6,3,171.6,77.8,83.5,97.3,1,176.6,89.6,90.0,102.7,2
1992,Skirts,Nike,"[40, 36, 28]",163.7,64.3,72.6,85.4,0,168.4,68.6,78.4,94.2,4,172.4,78.2,81.3,97.3,2,178.8,94.4,87.3,100.8,0
1993,Trousers,Under Armour,"[40, 36]",163.3,60.6,71.4,85.8,2,168.6,74.1,79.7,91.1,4,170.2,81.0,82.4,99.3,1,175.8,94.9,88.0,102.8,2
1994,Trousers,Zara,"[36, 28, 40, 32]",164.4,55.7,70.9,87.6,0,168.3,65.9,76.2,94.2,1,174.2,82.1,84.5,96.5,4,177.1,93.8,85.5,102.3,2
1995,Shorts,Nike,"[32, 40, 28]",164.5,64.3,73.2,89.4,0,167.2,65.6,76.7,91.2,4,172.6,83.7,81.5,98.5,2,175.7,91.2,89.8,104.7,3
1996,Trousers,Adidas,"[40, 28]",161.9,56.3,71.0,88.1,3,169.4,66.1,75.8,93.9,1,174.6,82.6,82.1,98.6,4,176.2,94.9,88.0,103.0,0
1997,Jeans,H&M,"[40, 36]",164.6,63.8,74.9,86.1,0,168.9,72.8,77.1,92.7,4,171.6,76.3,81.3,97.2,1,176.4,94.8,85.5,100.2,2
1998,Shorts,Banana Republic,"[40, 28, 36, 32]",160.3,62.1,74.3,86.5,2,167.7,65.5,79.7,93.4,4,170.2,78.5,81.1,96.7,1,177.7,89.8,87.0,100.6,1
1999,Skirts,Levi's,"[36, 40]",163.8,61.4,70.7,89.9,2,165.0,68.3,77.9,94.2,3,174.4,76.5,80.2,98.7,3,179.6,88.0,85.4,102.7,2
2000,Trousers,Banana Republic,"[28, 40, 32, 36]",161.7,60.9,74.3,85.3,3,166.1,69.2,77.1,94.9,2,170.7,82.6,83.7,96.3,1,176.9,86.9,87.5,104.0,4
2001,Jeans,Pepe Jeans,"[36, 28]",162.4,56.3,71.7,90.0,4,167.5,70.1,76.6,90.4,4,171.7,77.7,80.5,99.1,3,179.2,91.8,86.4,100.5,4
2002,Skirts,Levi's,"[28, 32]",164.2,60.0,72.4,89.5,3,169.5,65.0,77.9,93.4,4,172.3,76.2,82.7,97.1,4,178.5,85.3,86.7,102.8,0
2003,Leggings,Adidas,"[36, 28]",163.2,57.0,70.7,88.4,3,168.1,69.9,78.6,94.8,1,172.5,76.0,80.2,95.1,0,178.9,92.6,85.3,102.3,4
2004,Jeans,H&M,"[28, 32, 40]",162.3,60.7,70.6,89.7,0,167.1,66.9,77.0,91.9,3,170.1,76.1,84.9,97.8,4,178.8,85.5,88.8,101.8,4
2005,Trousers,Zara,"[40, 32, 28, 36]",160.8,59.5,74.3,85.8,1,165.2,66.0,76.2,91.7,3,172.6,77.5,83.5,96.0,3,176.5,87.7,89.2,100.4,2
2006,Jeans,Banana Republic,"[28, 40, 36]",164.7,61.8,73.1,89.7,4,168.0,70.3,77.9,93.4,2,170.4,82.8,83.2,97.3,0,176.2,90.0,85.7,104.4,0
2007,Leggings,H&M,"[28, 32, 36, 40]",161.7,64.8,72.3,86.1,4,166.8,72.4,76.8,92.0,2,171.6,77.4,80.9,99.0,3,179.9,86.0,88.8,103.8,3
2008,Leggings,H&M,"[28, 36]",160.5,58.6,70.2,87.7,4,167.7,74.3,80.0,91.1,2,174.9,77.8,82.6,96.0,1,178.7,85.4,85.6,104.6,2
2009,Jeans,Lululemon,"[36, 40]",162.8,61.2,74.6,87.4,0,168.8,74.1,77.2,90.8,4,171.4,83.8,82.5,96.0,3,176.8,89.8,85.4,100.8,3
2010,Skirts,Lee,"[28, 36]",162.0,63.6,71.9,87.6,3,169.0,69.0,77.2,91.0,1,174.1,79.4,81.8,97.4,0,177.8,93.9,85.6,102.9,1
2011,Skirts,Mango,"[28, 32, 36]",163.0,55.9,72.1,86.3,0,169.3,72.0,79.2,93.5,0,172.6,80.1,80.8,97.4,3,178.9,89.1,85.2,100.1,4
2012,Leggings,H&M,"[40, 36]",161.2,63.0,71.4,88.9,2,168.2,72.0,76.3,94.6,1,171.0,75.0,81.8,97.3,2,175.3,87.0,86.9,100.9,2
2013,Shorts,Zara,"[36, 28, 32, 40]",161.9,57.4,74.5,88.7,1,169.5,69.1,75.3,94.0,3,173.6,75.8,83.0,98.5,2,175.5,89.1,89.8,103.9,0
2014,Shorts,Banana Republic,"[32, 40, 28, 36]",164.9,60.4,71.7,89.8,1,168.5,66.0,79.3,92.2,2,172.8,82.4,82.4,96.3,4,175.1,92.2,89.5,101.4,4
2015,Skirts,Banana Republic,"[36, 40]",164.7,64.9,70.9,87.5,0,168.9,68.8,77.9,92.6,0,172.7,78.3,82.9,96.3,4,175.8,85.4,86.7,101.0,1
2016,Shorts,Lululemon,"[40, 28]",164.3,64.8,72.5,87.7,3,168.4,74.9,76.3,93.1,3,170.1,76.5,82.9,95.1,0,175.6,85.3,89.0,102.7,4
2017,Skirts,Banana Republic,"[36, 32, 40]",163.9,58.2,73.9,89.5,4,169.4,70.6,76.7,92.9,2,171.7,79.3,81.2,96.9,3,177.3,89.6,89.1,103.3,4
2018,Trousers,Adidas,"[28, 40, 36]",160.8,56.3,71.9,89.6,2,166.1,68.4,77.1,94.8,0,173.7,75.5,80.6,96.0,1,176.4,91.8,85.8,103.1,3
2019,Skirts,Dockers,"[36, 40]",162.3,64.4,73.3,88.2,2,168.8,72.4,78.4,94.4,1,174.0,82.1,82.6,98.0,0,175.2,91.1,86.1,100.5,1
2020,Trousers,Nike,"[40, 36]",163.6,63.9,71.5,89.1,1,165.6,71.9,77.3,90.2,3,174.1,75.8,84.5,95.9,0,177.2,91.4,88.5,104.7,0
2021,Leggings,Lululemon,"[32, 36]",161.3,61.2,73.6,87.5,3,165.5,70.8,77.0,94.2,4,170.2,75.5,85.0,99.5,0,177.9,86.7,86.3,100.9,4
2022,Shorts,Under Armour,"[40, 36, 28, 32]",160.2,55.3,73.3,86.9,4,167.5,71.4,78.9,90.6,0,170.8,79.2,83.9,99.2,4,176.9,90.4,89.7,104.6,4
2023,Leggings,H&M,"[28, 36, 32, 40]",162.1,62.5,73.4,89.3,1,166.5,70.8,75.4,93.5,0,174.9,80.9,81.1,98.8,0,176.3,88.8,86.2,102.4,0
2024,Jeans,Zara,"[32, 40, 36]",162.1,56.6,73.2,88.9,3,167.8,74.6,78.3,91.4,1,170.8,82.6,83.2,99.0,3,177.0,86.1,89.0,100.5,0
2025,Jeans,H&M,"[32, 36, 28, 40]",160.3,64.4,70.8,86.2,4,168.4,70.1,77.2,93.9,1,171.1,75.7,81.2,99.8,0,177.6,86.3,88.8,100.7,2
2026,Leggings,Banana Republic,"[40, 28]",161.6,59.4,74.4,85.2,0,166.1,70.9,76.7,90.0,3,174.0,78.3,82.9,96.6,1,177.2,91.5,87.5,102.2,2
2027,Skirts,Zara,"[36, 28]",164.6,61.2,72.9,87.8,3,168.5,69.7,79.6,91.9,4,172.0,77.7,82.4,99.9,0,175.5,94.6,86.3,105.0,4
2028,Skirts,Under Armour,"[32, 40]",161.3,57.8,71.9,89.2,2,170.0,71.0,78.9,90.1,2,170.6,82.4,81.9,99.5,4,177.3,86.1,85.2,104.4,2
2029,Shorts,H&M,"[36, 40, 28, 32]",162.8,59.8,70.9,86.2,3,168.8,73.9,76.1,94.8,0,170.6,78.7,83.2,96.8,4,178.6,89.9,89.1,104.9,4
2030,Leggings,Zara,"[40, 36, 28]",162.4,62.5,73.9,88.8,3,165.9,68.4,78.3,90.1,0,170.4,81.3,84.3,99.3,1,179.1,87.5,86.9,102.3,0
2031,Jeans,Pepe Jeans,"[32, 36, 28, 40]",164.3,59.9,72.5,87.1,3,168.2,70.0,79.1,90.8,3,170.9,79.9,81.7,99.5,0,177.2,87.8,86.7,103.4,2
2032,Leggings,Lululemon,"[28, 40, 32, 36]",163.3,63.5,70.7,86.7,4,165.0,69.5,79.9,92.7,2,172.5,80.7,82.4,95.2,0,180.0,87.2,85.2,102.6,1
2033,Leggings,Nike,"[40, 28, 36, 32]",160.8,62.1,74.6,85.9,4,167.3,69.0,78.5,93.2,2,170.1,78.7,82.3,99.4,0,179.2,90.5,85.8,100.1,1
2034,Shorts,Banana Republic,"[36, 28, 40, 32]",160.7,55.8,70.5,89.7,0,167.7,73.2,78.5,93.6,2,170.6,77.4,81.2,97.2,4,176.1,85.6,86.8,100.7,0
2035,Skirts,Uniqlo,"[28, 36, 40]",162.8,61.1,72.6,86.1,0,169.9,67.3,78.1,91.2,3,174.5,75.6,82.1,99.1,0,177.3,92.4,88.5,101.4,4
2036,Jeans,Uniqlo,"[36, 28]",160.2,61.1,73.1,86.4,4,168.7,70.0,75.2,91.5,0,174.4,76.7,80.1,95.6,4,176.5,91.1,86.0,101.6,1
2037,Shorts,Under Armour,"[28, 32, 36]",162.0,58.8,75.0,86.7,4,168.5,74.2,77.9,91.2,1,174.2,76.7,82.6,95.9,4,177.8,88.8,85.8,103.5,2
2038,Jeans,Dockers,"[32, 36, 28, 40]",162.0,58.2,70.7,86.4,1,167.7,66.6,79.0,91.2,0,173.5,84.3,83.6,99.9,3,176.1,87.2,86.3,103.6,3
2039,Jeans,H&M,"[40, 28, 36]",161.0,55.6,73.1,85.8,3,167.6,65.0,77.0,93.9,1,173.3,84.4,81.8,97.1,2,175.2,90.4,86.4,102.3,4
2040,Skirts,ASOS,"[40, 28, 36]",161.5,59.5,72.4,86.8,3,170.0,67.7,77.9,94.7,1,171.4,77.6,83.7,99.0,4,179.5,94.6,87.0,101.9,2
2041,Skirts,H&M,"[28, 40]",161.6,58.4,71.3,87.4,2,165.1,74.2,79.6,93.0,3,171.7,76.1,83.8,98.8,2,177.6,92.1,86.8,100.9,4
2042,Shorts,Uniqlo,"[36, 32, 40, 28]",160.1,64.5,74.7,87.8,4,166.5,65.9,75.9,90.8,2,171.2,77.8,84.9,98.9,3,179.6,87.8,85.4,100.2,2
2043,Trousers,Dockers,"[28, 40, 32]",164.0,61.7,74.0,85.8,4,165.7,66.4,76.4,90.3,3,174.9,83.0,82.7,98.8,2,175.6,92.4,88.1,102.9,0
2044,Shorts,Pepe Jeans,"[40, 32]",164.8,59.6,73.9,88.9,0,166.6,68.2,75.6,91.2,1,173.2,83.7,82.0,99.6,2,175.8,90.0,85.7,101.7,0
2045,Shorts,Dockers,"[36, 40, 28, 32]",161.4,62.5,74.5,86.6,0,167.3,72.7,77.5,90.9,0,174.8,80.0,83.2,98.0,1,176.1,85.5,89.3,102.4,0
2046,Trousers,Lee,"[36, 28, 40]",160.6,62.8,73.6,89.6,3,166.7,72.5,79.2,92.9,1,171.4,80.4,83.1,97.1,1,177.3,91.2,89.3,104.5,0
2047,Jeans,Adidas,"[36, 32, 28, 40]",164.8,59.8,72.5,86.6,3,169.8,65.9,77.2,93.5,3,173.1,79.6,84.9,99.6,2,179.4,87.3,85.4,103.3,2
2048,Leggings,Nike,"[36, 28]",163.7,55.8,72.0,89.3,4,168.4,74.3,75.3,90.0,0,173.8,76.8,83.5,96.8,4,178.3,89.1,87.1,103.9,1
2049,Trousers,Lee,"[32, 40, 36]",164.5,62.8,73.5,86.8,3,168.6,67.4,76.3,92.2,2,170.5,75.5,81.5,98.2,0,175.3,89.8,87.4,100.9,2
2050,Leggings,Levi's,"[32, 28, 40, 36]",161.8,55.9,73.0,87.5,4,168.7,67.8,79.4,93.1,3,173.3,81.2,80.9,99.3,0,177.0,93.0,90.0,100.0,2
2051,Jeans,Nike,"[28, 36, 32]",162.4,63.5,72.7,86.9,2,169.5,68.9,77.8,91.0,4,170.8,83.0,84.0,99.6,3,178.6,90.8,86.3,100.7,3
2052,Trousers,Adidas,"[28, 40, 32]",164.7,58.3,72.9,86.9,2,168.8,71.3,79.6,94.5,1,171.6,82.5,80.9,99.7,4,176.6,88.4,88.2,103.8,3
2053,Skirts,Adidas,"[28, 32, 40, 36]",162.3,61.4,73.3,88.1,1,165.1,70.2,79.2,92.7,2,173.6,84.0,83.1,98.3,2,177.5,91.6,87.3,102.2,2
2054,Shorts,Zara,"[32, 40, 28, 36]",163.4,62.4,74.8,88.5,0,166.3,74.3,77.1,91.7,2,172.2,83.1,80.7,98.6,1,178.6,86.9,88.8,101.1,0
2055,Trousers,Nike,"[40, 28, 32]",163.5,55.4,73.8,89.4,1,169.9,70.6,78.2,90.1,0,174.6,77.9,83.6,97.5,0,179.8,93.2,86.2,104.8,3
2056,Trousers,Under Armour,"[40, 28]",164.2,58.8,70.9,87.8,2,168.3,73.6,78.3,92.4,3,171.2,76.2,83.9,96.4,2,176.7,87.0,88.4,102.4,3
2057,Jeans,Levi's,"[40, 28, 36, 32]",164.9,61.0,72.3,86.1,3,165.3,65.8,78.7,91.7,1,170.8,79.3,85.0,95.1,0,178.7,90.6,85.6,101.8,2
2058,Skirts,Nike,"[36, 40]",161.7,63.5,73.4,89.9,0,167.3,73.6,76.7,94.8,4,171.7,78.5,84.8,96.1,1,178.7,87.1,85.1,104.9,4
2059,Trousers,Adidas,"[40, 28, 36]",161.2,62.2,70.9,88.4,0,169.9,67.0,76.4,91.9,1,174.3,82.3,83.6,99.9,1,177.7,88.3,85.1,100.7,3
2060,Skirts,Mango,"[40, 32, 28]",160.4,64.0,74.7,86.9,1,170.0,68.6,78.4,94.6,3,174.2,75.7,81.4,99.0,4,179.1,89.2,87.5,103.0,0
2061,Leggings,Adidas,"[28, 32]",164.3,55.8,70.4,89.8,0,167.2,68.2,79.1,93.4,2,171.8,84.4,80.2,97.4,2,177.7,88.7,88.9,103.7,2
2062,Trousers,Adidas,"[36, 40, 32, 28]",161.5,55.7,73.1,89.8,2,169.5,68.4,77.1,90.4,4,174.0,84.6,82.8,96.7,2,178.1,94.3,87.9,104.7,4
2063,Skirts,Adidas,"[40, 32]",160.2,62.1,74.9,85.4,3,168.0,74.2,76.6,94.7,0,170.4,75.9,83.8,95.3,3,179.2,87.2,85.2,104.2,1
2064,Shorts,Dockers,"[28, 36, 32, 40]",164.3,59.0,73.6,85.1,1,167.5,69.4,79.1,90.8,3,170.0,79.3,80.1,95.1,3,177.4,86.8,87.8,101.4,0
2065,Jeans,Zara,"[32, 36]",162.5,59.8,73.4,85.2,3,167.1,67.7,78.4,92.2,1,174.3,84.0,82.6,98.8,1,177.4,90.2,85.6,101.3,0
2066,Skirts,Zara,"[40, 32, 28, 36]",164.2,61.0,75.0,88.4,1,169.5,67.9,76.7,94.6,3,174.4,76.9,84.4,99.9,4,178.0,94.5,89.8,100.5,2
2067,Jeans,Dockers,"[32, 28, 40, 36]",162.8,64.9,74.0,88.6,4,168.1,73.0,77.6,94.1,0,170.7,81.9,83.2,96.3,2,179.0,90.0,86.8,100.8,1
2068,Trousers,Adidas,"[36, 28, 40]",161.6,55.7,74.9,88.6,0,166.7,70.4,79.8,92.4,1,171.5,82.1,83.4,96.4,4,175.6,94.6,87.5,103.7,0
2069,Trousers,Nike,"[36, 40, 28, 32]",160.6,56.1,73.5,88.2,4,167.5,69.5,78.7,91.0,4,174.3,77.3,82.4,99.7,1,178.9,86.9,86.7,101.4,0
2070,Leggings,ASOS,"[28, 36, 32, 40]",162.2,63.3,73.3,86.4,0,167.2,74.3,76.1,92.5,1,170.4,75.1,84.7,98.0,1,176.5,85.1,87.3,102.2,2
2071,Jeans,Adidas,"[36, 28, 32]",160.1,55.2,73.8,85.8,4,167.3,74.3,76.5,92.7,1,174.3,81.6,81.9,95.9,3,175.4,88.0,89.8,103.5,0
2072,Shorts,Zara,"[28, 40, 32, 36]",163.0,59.5,70.9,89.6,3,166.6,72.6,76.3,95.0,0,172.9,81.2,81.9,95.2,3,179.0,91.4,86.3,103.3,4
2073,Shorts,Nike,"[36, 32, 28, 40]",162.1,62.7,74.0,89.6,2,168.2,70.2,79.2,94.1,1,173.3,81.5,82.6,97.8,2,175.7,90.9,88.6,104.0,1
2074,Skirts,Adidas,"[28, 36]",160.7,57.0,74.9,86.2,1,165.3,66.2,78.2,94.3,3,173.0,76.6,82.9,97.3,4,176.1,87.4,88.8,100.3,3
2075,Shorts,Pepe Jeans,"[40, 36, 28]",162.7,56.9,73.1,85.8,0,169.4,72.1,79.7,94.9,2,172.9,81.0,82.7,97.2,1,178.5,91.6,86.0,102.9,3
2076,Jeans,H&M,"[28, 32, 36, 40]",164.0,58.1,70.1,86.9,1,167.1,73.2,75.5,92.6,0,170.9,80.4,84.1,99.8,3,177.8,93.3,88.6,104.5,1
2077,Trousers,Uniqlo,"[40, 32, 36, 28]",164.9,56.5,70.4,85.2,2,169.0,73.5,75.3,92.9,0,171.2,79.5,84.2,96.3,4,179.6,91.9,88.2,101.9,4
2078,Jeans,Mango,"[36, 40, 28, 32]",162.6,61.8,71.2,85.8,4,168.6,70.8,78.4,92.3,0,172.9,82.8,80.7,97.4,1,179.8,92.3,86.5,101.0,2
2079,Jeans,Nike,"[28, 40, 36, 32]",160.6,57.0,72.5,86.9,3,167.4,71.2,76.3,90.6,3,172.0,78.9,83.0,96.1,4,176.6,88.1,87.6,100.3,2
2080,Trousers,H&M,"[40, 36, 32]",164.1,57.3,72.1,86.2,1,166.0,72.1,78.4,92.6,3,172.7,78.5,84.9,96.6,0,176.6,90.3,87.9,104.7,3
2081,Jeans,Levi's,"[28, 36, 32]",163.5,60.7,74.9,88.7,4,167.8,73.7,78.6,92.9,3,171.3,80.4,83.0,98.8,0,176.0,85.4,89.2,100.0,0
2082,Shorts,Uniqlo,"[36, 40, 28, 32]",164.8,64.7,74.7,89.5,0,169.7,65.5,76.5,91.2,3,172.3,84.4,83.4,96.0,3,177.6,88.6,85.6,104.0,1
2083,Skirts,Pepe Jeans,"[36, 40, 32]",162.7,64.1,72.0,89.5,1,165.9,70.6,79.8,93.9,1,170.7,78.4,84.3,98.4,0,176.9,93.2,89.9,101.3,4
2084,Skirts,Levi's,"[36, 40]",161.8,63.6,74.0,88.0,1,166.3,68.7,78.9,90.6,0,170.2,79.5,84.3,95.6,1,175.1,92.9,88.8,101.2,2
2085,Jeans,H&M,"[36, 40, 32, 28]",164.8,60.3,73.2,88.5,0,170.0,73.3,76.8,92.5,0,174.8,77.7,80.1,96.0,3,177.0,94.4,87.7,100.8,1
2086,Trousers,Lee,"[28, 40, 32, 36]",162.7,58.0,71.2,87.5,2,169.5,66.3,77.1,93.3,4,173.6,81.8,81.2,95.1,4,175.3,94.7,88.9,101.0,0
2087,Leggings,Nike,"[28, 40]",160.1,62.1,74.7,85.7,4,167.7,74.1,78.6,90.3,2,172.5,78.6,84.3,98.2,2,179.0,94.7,88.7,102.6,3
2088,Jeans,Adidas,"[40, 28]",162.4,58.9,71.3,88.2,1,168.5,66.2,76.5,94.0,1,172.8,81.9,83.3,100.0,0,179.6,86.6,87.3,104.4,0
2089,Jeans,Zara,"[40, 36]",160.0,62.8,74.4,86.7,4,167.2,65.9,76.5,91.5,2,172.6,76.5,83.2,98.3,0,176.5,86.2,86.7,101.8,4
2090,Leggings,Uniqlo,"[40, 32]",163.7,55.2,73.2,85.0,3,167.0,68.5,78.1,93.6,1,174.5,77.6,84.3,99.6,3,178.3,93.8,89.9,103.7,3
2091,Skirts,Zara,"[32, 28, 36]",162.8,60.3,73.1,87.9,4,167.2,74.9,75.7,90.5,1,173.9,77.1,84.0,97.6,1,175.4,88.8,89.4,101.2,0
2092,Skirts,Dockers,"[36, 40]",160.5,58.4,74.2,86.0,4,167.1,71.3,80.0,93.1,1,171.6,82.8,83.8,98.4,0,176.8,88.6,89.8,104.5,4
2093,Leggings,Zara,"[36, 28]",164.1,57.5,72.5,89.4,0,168.4,65.3,76.4,92.8,0,171.1,75.9,80.2,99.6,4,177.9,90.3,85.2,104.6,4
2094,Trousers,Lululemon,"[40, 36, 32]",162.7,61.6,74.3,89.7,4,166.7,67.5,76.9,90.8,2,170.3,77.5,83.9,95.4,1,175.5,89.5,89.1,100.5,4
2095,Jeans,Adidas,"[36, 28, 32]",160.6,61.6,72.8,85.8,2,165.9,66.5,76.1,93.1,2,170.7,80.1,81.0,98.0,0,176.9,87.2,89.5,104.2,1
2096,Shorts,Adidas,"[28, 36, 40]",160.8,55.4,74.9,85.1,4,168.5,65.0,78.2,93.5,3,172.5,75.9,80.1,97.9,0,179.8,93.4,87.4,103.5,4
2097,Skirts,Nike,"[36, 32]",164.1,64.5,73.3,85.0,3,165.2,70.1,75.3,92.5,2,171.0,75.1,82.5,95.2,4,175.8,94.1,89.5,102.0,2
2098,Skirts,Levi's,"[28, 32, 36]",161.8,58.6,71.9,89.6,4,168.6,68.8,79.6,92.9,3,171.6,81.9,84.7,95.8,0,178.1,92.5,85.5,104.2,4
2099,Skirts,ASOS,"[36, 40, 28]",164.1,64.2,73.8,85.8,0,166.3,71.1,76.5,94.4,4,170.7,81.1,84.4,97.8,1,179.2,85.5,85.3,104.5,0
2100,Trousers,ASOS,"[32, 28, 36]",160.3,60.8,72.5,87.2,3,166.0,67.2,79.6,93.5,3,174.6,75.1,84.9,97.5,2,178.9,86.2,86.5,102.5,2
2101,Leggings,Adidas,"[28, 40, 36, 32]",161.2,61.5,74.0,85.3,0,166.9,73.3,76.3,94.5,1,170.2,75.5,81.2,96.7,2,178.9,88.5,85.1,102.5,3
2102,Trousers,Dockers,"[40, 32, 36]",163.8,64.6,74.2,86.9,2,165.6,68.8,77.6,92.8,0,171.8,77.2,83.5,98.5,0,175.3,90.6,88.4,103.5,2
2103,Skirts,H&M,"[36, 40, 32, 28]",163.2,63.2,73.1,88.9,2,166.9,69.8,78.5,90.9,1,171.3,84.1,80.3,96.8,3,179.9,91.1,89.6,101.2,0
2104,Jeans,Zara,"[28, 32, 40, 36]",161.5,56.4,74.4,87.0,0,165.5,72.3,78.1,91.2,4,170.0,81.5,84.0,98.8,1,178.6,86.0,86.5,100.4,3
2105,Skirts,H&M,"[36, 28, 40]",164.7,55.1,72.0,88.9,2,167.4,66.7,77.6,90.9,0,174.6,83.1,82.6,99.0,2,179.8,94.6,88.3,102.6,0
2106,Jeans,Dockers,"[32, 28, 36, 40]",161.1,58.1,70.3,88.4,0,165.9,67.6,78.9,91.7,4,171.6,82.6,85.0,98.2,3,179.9,90.3,87.3,101.6,0
2107,Jeans,H&M,"[36, 28]",164.2,59.9,73.3,87.6,1,165.6,66.5,77.4,92.4,1,172.5,84.8,81.2,96.4,2,176.8,89.3,86.3,100.6,1
2108,Skirts,Mango,"[40, 32, 28, 36]",163.5,62.3,73.8,88.7,4,167.9,72.7,76.7,91.3,0,172.9,84.5,83.9,99.0,3,177.7,86.9,89.6,100.7,1
2109,Skirts,Zara,"[32, 28, 36]",160.6,61.6,70.4,89.4,1,168.1,66.0,78.6,92.4,4,173.1,75.7,80.9,96.3,0,178.6,94.5,89.8,101.1,0
2110,Jeans,Pepe Jeans,"[32, 40, 36]",162.8,58.1,73.9,89.0,2,165.0,69.9,79.7,91.8,3,172.3,75.2,81.4,96.5,3,179.2,89.5,85.7,101.7,4
2111,Trousers,ASOS,"[40, 28, 32, 36]",164.6,60.4,73.2,88.5,0,166.9,72.5,78.0,92.8,2,173.0,80.0,81.5,98.0,0,179.9,86.2,88.8,102.2,1
2112,Trousers,Pepe Jeans,"[40, 36, 28]",163.1,61.5,70.6,88.5,0,165.4,70.1,76.4,92.1,1,173.8,77.7,82.9,98.4,3,179.9,91.1,85.9,104.8,0
2113,Trousers,Banana Republic,"[32, 36, 40]",162.6,60.1,72.7,85.8,0,168.7,70.1,78.8,92.2,3,174.8,80.0,81.8,96.9,3,176.6,88.5,87.4,102.4,2
2114,Shorts,Zara,"[36, 40, 32, 28]",161.8,61.9,70.5,89.8,0,168.4,65.6,78.8,92.5,4,173.3,75.9,82.2,98.0,3,178.4,93.1,86.8,104.6,0
2115,Jeans,ASOS,"[40, 36]",163.9,59.9,71.6,86.0,4,165.2,72.8,76.3,94.9,4,172.3,84.1,82.6,96.2,1,175.7,90.5,86.2,102.7,0
2116,Shorts,Lululemon,"[36, 40, 32]",164.6,60.3,74.0,86.7,3,169.7,71.0,76.9,92.8,0,172.2,82.7,80.3,99.0,2,179.1,86.1,88.4,100.8,3
